Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand
Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,3.25,Hyundai
Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,12.8,Toyota
Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,,0.55,Maruti
Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,,7.15,Maruti
Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,,7.0,Mahindra
Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34,3.75,Tata
Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,,8.5,Ford
Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.35,Maruti
Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.26,Maruti
Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.21,Honda
Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,70.36,Audi
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,,2.95,Skoda
Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,4.28,Hyundai
Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,3.57,Honda
Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,,3.11,Hyundai
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,,5.96,Hyundai
Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.7,Volkswagen
Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,6.9,Honda
Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.34,5.25,Tata
Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,,28.0,BMW
Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,,1.35,Maruti
Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.85,4.85,Honda
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,,6.7,Volkswagen
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.1,Hyundai
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,,18.64,Mercedes-Benz
Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.8,Hyundai
Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,25.4,20.25,Toyota
Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,26.78,Audi
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,,8.26,Toyota
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.89,Volkswagen
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.1,Maruti
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,16.67,12.69,Honda
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,2.58,Tata
Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,20.77,Audi
Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,,20.26,Mercedes-Benz
Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,,5.0,,1.5,Hyundai
Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,,5.0,,2.5,Maruti
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,4.25,Maruti
Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,79.43,57.0,Mercedes-Benz
Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,44.0,Land
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,3.65,Volkswagen
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,,2.05,Maruti
Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.62,3.13,Honda
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,,1.5,Tata
Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,,2.85,Tata
Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.65,Maruti
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,10.6,Mahindra
Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,,1.25,Tata
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,8.25,Maruti
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,,4.45,Honda
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,3.7,Maruti
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,2.8,Ford
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,,1.8,Honda
Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,21.95,Audi
Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,,49.0,BMW
Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,1.04,62.67,Audi
Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,,1.4,Maruti
Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,5.5,Hyundai
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,,2.95,Hyundai
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,,6.86,Honda
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,6.15,Maruti
Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,,3.3,Hyundai
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.55,Volkswagen
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.5,Maruti
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,,2.5,Toyota
Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,1.4,Maruti
Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,,3.4,Tata
Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,2.25,Maruti
Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,,7.5,Skoda
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,,2.8,Toyota
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.66,Hyundai
Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.12,7.15,Maruti
Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.5,Honda
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,,3.5,Tata
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,3.45,Honda
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.55,Hyundai
Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,58.67,25.99,BMW
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,5.25,Hyundai
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,,2.9,Tata
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,28.37,2.05,Skoda
Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4.48,3.75,Maruti
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.75,Ford
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,,0.95,Chevrolet
Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,72.64,52.0,Jaguar
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,,3.91,Honda
Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,36.15,27.3,Skoda
Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.7,Hyundai
Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.5,Maruti
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,,6.2,Maruti
Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,2.75,Nissan
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,3.25,Maruti
Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,,3.25,Ford
Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,,0.65,Maruti
Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,44.59,35.0,Mini
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,,3.25,Toyota
Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,,2.9,Maruti
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,,2.9,Maruti
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,,17.75,BMW
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,,8.25,Nissan
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,5.77,Hyundai
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12.0,9.49,Maruti
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,,12.95,Audi
Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,,20.0,Mercedes-Benz
Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,,1.0,Maruti
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,,7.1,Renault
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,16.5,Toyota
Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,,26.0,Mercedes-Benz
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,,3.2,Maruti
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,14.65,9.48,Honda
Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,4.0,Hyundai
Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,,26.5,Mercedes-Benz
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,,11.77,Mercedes-Benz
Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,,37.0,Mercedes-Benz
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,8.75,Honda
Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,,5.0,,1.95,Hyundai
Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.75,Honda
Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,,2.5,Hyundai
Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,53.72,34.5,Jaguar
Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.65,Honda
Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,,32.0,Mini
Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,,62.81,Mercedes-Benz
Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.25,Hyundai
Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.1,Maruti
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,3.91,Maruti
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,11.0,BMW
Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,,3.5,Tata
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,,16.5,Audi
Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,30.0,Land
Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,,28.0,Mercedes-Benz
Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,33.91,28.0,Mitsubishi
Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,0.92,Maruti
Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,,2.75,Maruti
Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,53.83,Land
Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,4.95,Hyundai
Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,,33.5,BMW
Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,,27.95,Jaguar
Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,7.25,Skoda
Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,,25.71,Audi
Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,29.67,Land
Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,19.0,Mercedes-Benz
Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,13.05,Mahindra
Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,60.88,25.5,BMW
Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,12.51,8.5,Honda
Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,,7.25,Volvo
Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,,0.8,Hyundai
Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9.74,6.9,Hyundai
Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,95.38,70.99,Mercedes-Benz
Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,,2.25,Hyundai
Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,,5.5,Hyundai
Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,,4.35,Honda
Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,2.25,Volkswagen
Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,60.59,24.5,Audi
Hyderabad,2010,42021,Diesel,Manual,First,0.0,1968.0,,5.0,,5.45,Volkswagen
Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,12.03,Hyundai
Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,,8.5,Mercedes-Benz
Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,44.28,28.5,Mini
Pune,2006,108000,Petrol,Manual,Second,17.0,1086.0,,5.0,,1.2,Hyundai
Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,,5.75,Toyota
Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,,3.2,Honda
Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,9.89,Maruti
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,6.58,Skoda
Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,,4.06,Hyundai
Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,,13.37,Renault
Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,,25.82,BMW
Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,,3.74,Maruti
Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,,22.0,Volvo
Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,,1.45,Maruti
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,,2.0,Honda
Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,,4.7,Maruti
Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,,3.75,Chevrolet
Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,11.28,7.7,Mahindra
Coimbatore,2012,50243,Petrol,Manual,First,0.0,1086.0,,5.0,,3.35,Hyundai
Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.6,Hyundai
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,,13.77,Hyundai
Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,11.48,7.1,Volkswagen
Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,,2.65,Honda
Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,,2.5,Tata
Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,7.53,Mahindra
Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.98,Hyundai
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,,39.0,Audi
Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,,2.25,Maruti
Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,,3.85,Mitsubishi
Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,13.5,Toyota
Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,,3.5,Maruti
Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,11.26,8.92,Maruti
Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,43.65,20.37,Audi
Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,62.07,36.5,BMW
Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,,48.91,Audi
Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,7.2,Hyundai
Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,5.99,Renault
Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,5.25,Hyundai
Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.5,Ford
Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,4.4,Volkswagen
Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,4.6,Hyundai
Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,,2.95,Tata
Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.26,Honda
Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,,2.22,Hyundai
Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,,10.5,Toyota
Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.26,Maruti
Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,,14.45,Toyota
Chennai,2009,80524,Petrol,Manual,Second,15.3,1596.0,,5.0,,2.5,Ford
Kochi,2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,86.97,51.43,Mercedes-Benz
Chennai,2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,,23.0,Mercedes-Benz
Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,,5.5,Skoda
Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.5,Hyundai
Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,6.8,Ford
Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,,8.75,Skoda
Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,,7.0,Renault
Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,,33.5,Land
Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,2.25,Ford
Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,,4.24,Ford
Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,,28.42,Toyota
Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.75,Volkswagen
Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.0,Maruti
Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.55,Nissan
Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,4.8,Hyundai
Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,,13.5,BMW
Pune,2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,1.0,56.0,Mercedes-Benz
Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,,3.99,Honda
Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,15.5,Hyundai
Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,2.32,Hyundai
Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,,18.58,Mercedes-Benz
Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,5.5,Maruti
Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,,3.2,Skoda
Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.0,Honda
Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,,1.6,Maruti
Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,4.15,Maruti
Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,,4.25,Honda
Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.6,Maruti
Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,,3.43,Toyota
Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,2.55,Chevrolet
Delhi,2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,,32.0,Toyota
Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.25,Ford
Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,3.6,Maruti
Pune,2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,,18.5,Mercedes-Benz
Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,,4.25,Honda
Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,,4.8,Hyundai
Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,,13.0,Mahindra
Pune,2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,,2.25,Skoda
Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.3,Hyundai
Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,13.56,Hyundai
Delhi,2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,,12.25,Mahindra
Pune,2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,,3.76,Skoda
Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,8.58,Renault
Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,,27.5,BMW
Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,,4.95,Toyota
Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.74,3.3,Maruti
Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14.84,8.0,Hyundai
Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,,2.79,Maruti
Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,45.64,Land
Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,,2.55,Chevrolet
Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,,1.0,Tata
Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,37.56,Audi
Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,,9.29,Mercedes-Benz
Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,,6.37,Maruti
Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,,2.98,Fiat
Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.75,Maruti
Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,13.0,Toyota
Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,6.8,Maruti
Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,,10.49,BMW
Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,5.6,Maruti
Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,,2.85,Honda
Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,,8.36,Hyundai
Jaipur,2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,1.0,Tata
Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,,10.75,Mercedes-Benz
Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,3.85,Maruti
Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,,3.0,Ford
Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,9.6,Honda
Delhi,2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,,13.25,Toyota
Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,5.75,Honda
Delhi,2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.75,Hyundai
Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,,4.85,Chevrolet
Kochi,2019,13190,Petrol,Automatic,First,0.0,1950.0,181.43,5.0,49.49,38.99,Mercedes-Benz
